Entity,Symbol,Metric_Code,Prefix,Q2_2025_Has,Q3_2025_Has
COMPANY,HPG,CCFI_34,CCFI,Yes,No
COMPANY,HPG,CCFI_35,CCFI,Yes,No
COMPANY,HPG,CCFI_36,CCFI,Yes,No
COMPANY,HPG,CCFI_37,CCFI,Yes,No
COMPANY,HPG,CCFI_4,CCFI,Yes,No
COMPANY,HPG,CCFI_40,CCFI,Yes,No
COMPANY,HPG,CCFI_4B,CCFI,Yes,No
COMPANY,HPG,CCFI_5,CCFI,Yes,No
COMPANY,HPG,CCFI_50,CCFI,Yes,No
COMPANY,HPG,CCFI_6,CCFI,Yes,No
COMPANY,HPG,CCFI_60,CCFI,Yes,No
COMPANY,HPG,CCFI_61,CCFI,Yes,No
COMPANY,HPG,CCFI_6B,CCFI,Yes,No
COMPANY,HPG,CCFI_7,CCFI,Yes,No
COMPANY,HPG,CCFI_70,CCFI,Yes,No
COMPANY,HPG,CCFI_8,CCFI,Yes,No
COMPANY,HPG,CCFI_9,CCFI,Yes,No
COMPANY,HPG,CIS_24,CIS,Yes,No
COMPANY,HPG,CIS_241,CIS,Yes,No
COMPANY,HPG,CIS_70,CIS,Yes,No
COMPANY,HPG,CIS_71,CIS,Yes,No
COMPANY,HPG,CNOT_16,CNOT,Yes,No
COMPANY,HPG,CNOT_16_1,CNOT,Yes,No
COMPANY,HPG,CNOT_16_1_1,CNOT,Yes,No
COMPANY,HPG,CNOT_16_1_2,CNOT,Yes,No
COMPANY,HPG,CNOT_16_1_3,CNOT,Yes,No
COMPANY,HPG,CNOT_16_1_4,CNOT,Yes,No
COMPANY,HPG,CNOT_16_2,CNOT,Yes,No
COMPANY,HPG,CNOT_16_2_1,CNOT,Yes,No
COMPANY,HPG,CNOT_16_2_2,CNOT,Yes,No
COMPANY,HPG,CNOT_16_2_3,CNOT,Yes,No
COMPANY,HPG,CNOT_17,CNOT,Yes,No
COMPANY,HPG,CNOT_17_2,CNOT,Yes,No
COMPANY,HPG,CNOT_18,CNOT,Yes,No
COMPANY,HPG,CNOT_18_4,CNOT,Yes,No
COMPANY,HPG,CNOT_18_4_1,CNOT,Yes,No
COMPANY,HPG,CNOT_18_4_2,CNOT,Yes,No
COMPANY,HPG,CNOT_19,CNOT,Yes,No
COMPANY,HPG,CNOT_19_1,CNOT,Yes,No
COMPANY,HPG,CNOT_19_2,CNOT,Yes,No
COMPANY,HPG,CNOT_19_3,CNOT,Yes,No
COMPANY,HPG,CNOT_19_4,CNOT,Yes,No
COMPANY,HPG,CNOT_2,CNOT,Yes,No
COMPANY,HPG,CNOT_21,CNOT,Yes,No
COMPANY,HPG,CNOT_21_1,CNOT,Yes,No
COMPANY,HPG,CNOT_21_2,CNOT,Yes,No
COMPANY,HPG,CNOT_21_3,CNOT,Yes,No
COMPANY,HPG,CNOT_21_4,CNOT,Yes,No
COMPANY,HPG,CNOT_21_5,CNOT,Yes,No
COMPANY,HPG,CNOT_21_6,CNOT,Yes,No
COMPANY,HPG,CNOT_21_7,CNOT,Yes,No
COMPANY,HPG,CNOT_21_8,CNOT,Yes,No
COMPANY,HPG,CNOT_21_9,CNOT,Yes,No
COMPANY,HPG,CNOT_22_1,CNOT,Yes,No
COMPANY,HPG,CNOT_22_1_1,CNOT,Yes,No
COMPANY,HPG,CNOT_22_1_4,CNOT,Yes,No
COMPANY,HPG,CNOT_22_2,CNOT,Yes,No
COMPANY,HPG,CNOT_22_2_1,CNOT,Yes,No
COMPANY,HPG,CNOT_22_2_2,CNOT,Yes,No
COMPANY,HPG,CNOT_23_1,CNOT,Yes,No
COMPANY,HPG,CNOT_23_1_11,CNOT,Yes,No
COMPANY,HPG,CNOT_23_1_2,CNOT,Yes,No
COMPANY,HPG,CNOT_23_1_5,CNOT,Yes,No
COMPANY,HPG,CNOT_23_1_6,CNOT,Yes,No
COMPANY,HPG,CNOT_23_2,CNOT,Yes,No
COMPANY,HPG,CNOT_23_2_1,CNOT,Yes,No
COMPANY,HPG,CNOT_24_1,CNOT,Yes,No
COMPANY,HPG,CNOT_24_2,CNOT,Yes,No
COMPANY,HPG,CNOT_24_3,CNOT,Yes,No
COMPANY,HPG,CNOT_25_1,CNOT,Yes,No
COMPANY,HPG,CNOT_25_2,CNOT,Yes,No
COMPANY,HPG,CNOT_26,CNOT,Yes,No
COMPANY,HPG,CNOT_27,CNOT,Yes,No
COMPANY,HPG,CNOT_27_1,CNOT,Yes,No
COMPANY,HPG,CNOT_27_2,CNOT,Yes,No
COMPANY,HPG,CNOT_28,CNOT,Yes,No
COMPANY,HPG,CNOT_28_1,CNOT,Yes,No
COMPANY,HPG,CNOT_28_1_1,CNOT,Yes,No
COMPANY,HPG,CNOT_28_1_2,CNOT,Yes,No
COMPANY,HPG,CNOT_28_1_3,CNOT,Yes,No
COMPANY,HPG,CNOT_28_1_4,CNOT,Yes,No
COMPANY,HPG,CNOT_28_1_5,CNOT,Yes,No
COMPANY,HPG,CNOT_28_2,CNOT,Yes,No
COMPANY,HPG,CNOT_28_2_1,CNOT,Yes,No
COMPANY,HPG,CNOT_28_2_2,CNOT,Yes,No
COMPANY,HPG,CNOT_28_2_3,CNOT,Yes,No
COMPANY,HPG,CNOT_2_1_1,CNOT,Yes,No
COMPANY,HPG,CNOT_2_1_2,CNOT,Yes,No
COMPANY,HPG,CNOT_2_1_3,CNOT,Yes,No
COMPANY,HPG,CNOT_2_2_1_1,CNOT,Yes,No
COMPANY,HPG,CNOT_2_2_1_2,CNOT,Yes,No
COMPANY,HPG,CNOT_2_2_1_3,CNOT,Yes,No
COMPANY,HPG,CNOT_2_2_2_1,CNOT,Yes,No
COMPANY,HPG,CNOT_2_2_2_2,CNOT,Yes,No
COMPANY,HPG,CNOT_2_2_2_3,CNOT,Yes,No
COMPANY,HPG,CNOT_2_3,CNOT,Yes,No
COMPANY,HPG,CNOT_2_3_1,CNOT,Yes,No
COMPANY,HPG,CNOT_2_3_2,CNOT,Yes,No
COMPANY,HPG,CNOT_2_3_3,CNOT,Yes,No
COMPANY,HPG,CNOT_3,CNOT,Yes,No
COMPANY,HPG,CNOT_30,CNOT,Yes,No
COMPANY,HPG,CNOT_30_1,CNOT,Yes,No
COMPANY,HPG,CNOT_30_2,CNOT,Yes,No
COMPANY,HPG,CNOT_31,CNOT,Yes,No
COMPANY,HPG,CNOT_31_1,CNOT,Yes,No
COMPANY,HPG,CNOT_31_2,CNOT,Yes,No
COMPANY,HPG,CNOT_31_3,CNOT,Yes,No
COMPANY,HPG,CNOT_31_4,CNOT,Yes,No
COMPANY,HPG,CNOT_32_4,CNOT,Yes,No
COMPANY,HPG,CNOT_34_9,CNOT,Yes,No
COMPANY,HPG,CNOT_35_4,CNOT,Yes,No
COMPANY,HPG,CNOT_36_10,CNOT,Yes,No
COMPANY,HPG,CNOT_36_4,CNOT,Yes,No
COMPANY,HPG,CNOT_37,CNOT,Yes,No
COMPANY,HPG,CNOT_37_1,CNOT,Yes,No
COMPANY,HPG,CNOT_37_2,CNOT,Yes,No
COMPANY,HPG,CNOT_37_3,CNOT,Yes,No
COMPANY,HPG,CNOT_37_4,CNOT,Yes,No
COMPANY,HPG,CNOT_37_5,CNOT,Yes,No
COMPANY,HPG,CNOT_38,CNOT,Yes,No
COMPANY,HPG,CNOT_38_1,CNOT,Yes,No
COMPANY,HPG,CNOT_38_2,CNOT,Yes,No
COMPANY,HPG,CNOT_38_3,CNOT,Yes,No
COMPANY,HPG,CNOT_38_4,CNOT,Yes,No
COMPANY,HPG,CNOT_3_1,CNOT,Yes,No
COMPANY,HPG,CNOT_3_2,CNOT,Yes,No
COMPANY,HPG,CNOT_3_3,CNOT,Yes,No
COMPANY,HPG,CNOT_4,CNOT,Yes,No
COMPANY,HPG,CNOT_40,CNOT,Yes,No
COMPANY,HPG,CNOT_40_1,CNOT,Yes,No
COMPANY,HPG,CNOT_40_2,CNOT,Yes,No
COMPANY,HPG,CNOT_41_4,CNOT,Yes,No
COMPANY,HPG,CNOT_41_5,CNOT,Yes,No
COMPANY,HPG,CNOT_43,CNOT,Yes,No
COMPANY,HPG,CNOT_4_1_6,CNOT,Yes,No
COMPANY,HPG,CNOT_4_2_1,CNOT,Yes,No
COMPANY,HPG,CNOT_4_2_2,CNOT,Yes,No
COMPANY,HPG,CNOT_4_2_3,CNOT,Yes,No
COMPANY,HPG,CNOT_4_2_6,CNOT,Yes,No
COMPANY,HPG,CNOT_5_1,CNOT,Yes,No
COMPANY,HPG,CNOT_5_2,CNOT,Yes,No
COMPANY,HPG,CNOT_5_3,CNOT,Yes,No
COMPANY,HPG,CNOT_5_4,CNOT,Yes,No
COMPANY,HPG,CNOT_6,CNOT,Yes,No
COMPANY,HPG,CNOT_6_1,CNOT,Yes,No
COMPANY,HPG,CNOT_6_2,CNOT,Yes,No
COMPANY,HPG,CNOT_6_3,CNOT,Yes,No
COMPANY,HPG,CNOT_8,CNOT,Yes,No
COMPANY,HPG,CNOT_8_1,CNOT,Yes,No
COMPANY,HPG,CNOT_8_2,CNOT,Yes,No
COMPANY,HPG,CNOT_8_2_1,CNOT,Yes,No
COMPANY,HPG,CNOT_8_2_2,CNOT,Yes,No
COMPANY,HPG,CNOT_8_2_3,CNOT,Yes,No
COMPANY,MWG,CBS_112,CBS,Yes,No
COMPANY,MWG,CBS_121,CBS,Yes,No
COMPANY,MWG,CBS_122,CBS,Yes,No
COMPANY,MWG,CBS_133,CBS,Yes,No
COMPANY,MWG,CBS_134,CBS,Yes,No
COMPANY,MWG,CBS_137,CBS,Yes,No
COMPANY,MWG,CBS_139,CBS,Yes,No
COMPANY,MWG,CBS_154,CBS,Yes,No
COMPANY,MWG,CBS_155,CBS,Yes,No
COMPANY,MWG,CBS_211,CBS,Yes,No
COMPANY,MWG,CBS_212,CBS,Yes,No
COMPANY,MWG,CBS_213,CBS,Yes,No
COMPANY,MWG,CBS_214,CBS,Yes,No
COMPANY,MWG,CBS_215,CBS,Yes,No
COMPANY,MWG,CBS_219,CBS,Yes,No
COMPANY,MWG,CBS_224,CBS,Yes,No
COMPANY,MWG,CBS_225,CBS,Yes,No
COMPANY,MWG,CBS_226,CBS,Yes,No
COMPANY,MWG,CBS_230,CBS,Yes,No
COMPANY,MWG,CBS_231,CBS,Yes,No
COMPANY,MWG,CBS_232,CBS,Yes,No
COMPANY,MWG,CBS_241,CBS,Yes,No
COMPANY,MWG,CBS_251,CBS,Yes,No
COMPANY,MWG,CBS_253,CBS,Yes,No
COMPANY,MWG,CBS_254,CBS,Yes,No
COMPANY,MWG,CBS_2601,CBS,Yes,No
COMPANY,MWG,CBS_263,CBS,Yes,No
COMPANY,MWG,CBS_268,CBS,Yes,No
COMPANY,MWG,CBS_269,CBS,Yes,No
COMPANY,MWG,CBS_2691,CBS,Yes,No
COMPANY,MWG,CBS_316,CBS,Yes,No
COMPANY,MWG,CBS_317,CBS,Yes,No
COMPANY,MWG,CBS_322,CBS,Yes,No
COMPANY,MWG,CBS_323,CBS,Yes,No
COMPANY,MWG,CBS_324,CBS,Yes,No
COMPANY,MWG,CBS_3241,CBS,Yes,No
COMPANY,MWG,CBS_330,CBS,Yes,No
COMPANY,MWG,CBS_331,CBS,Yes,No
COMPANY,MWG,CBS_332,CBS,Yes,No
COMPANY,MWG,CBS_333,CBS,Yes,No
COMPANY,MWG,CBS_334,CBS,Yes,No
COMPANY,MWG,CBS_335,CBS,Yes,No
COMPANY,MWG,CBS_336,CBS,Yes,No
COMPANY,MWG,CBS_337,CBS,Yes,No
COMPANY,MWG,CBS_338,CBS,Yes,No
COMPANY,MWG,CBS_339,CBS,Yes,No
COMPANY,MWG,CBS_340,CBS,Yes,No
COMPANY,MWG,CBS_341,CBS,Yes,No
COMPANY,MWG,CBS_342,CBS,Yes,No
COMPANY,MWG,CBS_3421,CBS,Yes,No
COMPANY,MWG,CBS_3422,CBS,Yes,No
COMPANY,MWG,CBS_343,CBS,Yes,No
COMPANY,MWG,CBS_411B,CBS,Yes,No
COMPANY,MWG,CBS_413,CBS,Yes,No
COMPANY,MWG,CBS_414,CBS,Yes,No
COMPANY,MWG,CBS_416,CBS,Yes,No
COMPANY,MWG,CBS_417,CBS,Yes,No
COMPANY,MWG,CBS_418,CBS,Yes,No
COMPANY,MWG,CBS_419,CBS,Yes,No
COMPANY,MWG,CBS_4191,CBS,Yes,No
COMPANY,MWG,CBS_4192,CBS,Yes,No
COMPANY,MWG,CBS_420,CBS,Yes,No
COMPANY,MWG,CBS_422,CBS,Yes,No
COMPANY,MWG,CBS_4291,CBS,Yes,No
COMPANY,MWG,CBS_430,CBS,Yes,No
COMPANY,MWG,CBS_4301,CBS,Yes,No
COMPANY,MWG,CBS_431,CBS,Yes,No
COMPANY,MWG,CBS_432,CBS,Yes,No
COMPANY,MWG,CCFI_1,CCFI,Yes,No
COMPANY,MWG,CCFI_10,CCFI,Yes,No
COMPANY,MWG,CCFI_11,CCFI,Yes,No
COMPANY,MWG,CCFI_12,CCFI,Yes,No
COMPANY,MWG,CCFI_13,CCFI,Yes,No
COMPANY,MWG,CCFI_14,CCFI,Yes,No
COMPANY,MWG,CCFI_15,CCFI,Yes,No
COMPANY,MWG,CCFI_16,CCFI,Yes,No
COMPANY,MWG,CCFI_17,CCFI,Yes,No
COMPANY,MWG,CCFI_2,CCFI,Yes,No
COMPANY,MWG,CCFI_20,CCFI,Yes,No
COMPANY,MWG,CCFI_21,CCFI,Yes,No
COMPANY,MWG,CCFI_22,CCFI,Yes,No
COMPANY,MWG,CCFI_23,CCFI,Yes,No
COMPANY,MWG,CCFI_24,CCFI,Yes,No
COMPANY,MWG,CCFI_25,CCFI,Yes,No
COMPANY,MWG,CCFI_26,CCFI,Yes,No
COMPANY,MWG,CCFI_27,CCFI,Yes,No
COMPANY,MWG,CCFI_2B,CCFI,Yes,No
COMPANY,MWG,CCFI_3,CCFI,Yes,No
COMPANY,MWG,CCFI_30,CCFI,Yes,No
COMPANY,MWG,CCFI_31,CCFI,Yes,No
COMPANY,MWG,CCFI_32,CCFI,Yes,No
COMPANY,MWG,CCFI_33,CCFI,Yes,No
COMPANY,MWG,CCFI_34,CCFI,Yes,No
COMPANY,MWG,CCFI_35,CCFI,Yes,No
COMPANY,MWG,CCFI_36,CCFI,Yes,No
COMPANY,MWG,CCFI_37,CCFI,Yes,No
COMPANY,MWG,CCFI_4,CCFI,Yes,No
COMPANY,MWG,CCFI_40,CCFI,Yes,No
COMPANY,MWG,CCFI_4B,CCFI,Yes,No
COMPANY,MWG,CCFI_5,CCFI,Yes,No
COMPANY,MWG,CCFI_50,CCFI,Yes,No
COMPANY,MWG,CCFI_6,CCFI,Yes,No
COMPANY,MWG,CCFI_60,CCFI,Yes,No
COMPANY,MWG,CCFI_61,CCFI,Yes,No
COMPANY,MWG,CCFI_6B,CCFI,Yes,No
COMPANY,MWG,CCFI_7,CCFI,Yes,No
COMPANY,MWG,CCFI_70,CCFI,Yes,No
COMPANY,MWG,CCFI_8,CCFI,Yes,No
COMPANY,MWG,CCFI_9,CCFI,Yes,No
COMPANY,MWG,CIS_241,CIS,Yes,No
COMPANY,MWG,CNOT_16,CNOT,Yes,No
COMPANY,MWG,CNOT_16_1,CNOT,Yes,No
COMPANY,MWG,CNOT_16_1_1,CNOT,Yes,No
COMPANY,MWG,CNOT_16_1_2,CNOT,Yes,No
COMPANY,MWG,CNOT_16_1_3,CNOT,Yes,No
COMPANY,MWG,CNOT_16_1_4,CNOT,Yes,No
COMPANY,MWG,CNOT_16_2,CNOT,Yes,No
COMPANY,MWG,CNOT_16_2_1,CNOT,Yes,No
COMPANY,MWG,CNOT_16_2_2,CNOT,Yes,No
COMPANY,MWG,CNOT_16_2_3,CNOT,Yes,No
COMPANY,MWG,CNOT_17,CNOT,Yes,No
COMPANY,MWG,CNOT_17_2,CNOT,Yes,No
COMPANY,MWG,CNOT_18,CNOT,Yes,No
COMPANY,MWG,CNOT_18_4,CNOT,Yes,No
COMPANY,MWG,CNOT_18_4_1,CNOT,Yes,No
COMPANY,MWG,CNOT_18_4_2,CNOT,Yes,No
COMPANY,MWG,CNOT_19,CNOT,Yes,No
COMPANY,MWG,CNOT_19_1,CNOT,Yes,No
COMPANY,MWG,CNOT_19_2,CNOT,Yes,No
COMPANY,MWG,CNOT_19_3,CNOT,Yes,No
COMPANY,MWG,CNOT_19_4,CNOT,Yes,No
COMPANY,MWG,CNOT_2,CNOT,Yes,No
COMPANY,MWG,CNOT_21,CNOT,Yes,No
COMPANY,MWG,CNOT_21_1,CNOT,Yes,No
COMPANY,MWG,CNOT_21_2,CNOT,Yes,No
COMPANY,MWG,CNOT_21_3,CNOT,Yes,No
COMPANY,MWG,CNOT_21_4,CNOT,Yes,No
COMPANY,MWG,CNOT_21_5,CNOT,Yes,No
COMPANY,MWG,CNOT_21_6,CNOT,Yes,No
COMPANY,MWG,CNOT_21_7,CNOT,Yes,No
COMPANY,MWG,CNOT_21_8,CNOT,Yes,No
COMPANY,MWG,CNOT_21_9,CNOT,Yes,No
COMPANY,MWG,CNOT_22_1,CNOT,Yes,No
COMPANY,MWG,CNOT_22_1_1,CNOT,Yes,No
COMPANY,MWG,CNOT_22_1_4,CNOT,Yes,No
COMPANY,MWG,CNOT_22_2,CNOT,Yes,No
COMPANY,MWG,CNOT_22_2_1,CNOT,Yes,No
COMPANY,MWG,CNOT_22_2_2,CNOT,Yes,No
COMPANY,MWG,CNOT_23_1,CNOT,Yes,No
COMPANY,MWG,CNOT_23_1_11,CNOT,Yes,No
COMPANY,MWG,CNOT_23_1_2,CNOT,Yes,No
COMPANY,MWG,CNOT_23_1_5,CNOT,Yes,No
COMPANY,MWG,CNOT_23_1_6,CNOT,Yes,No
COMPANY,MWG,CNOT_23_2,CNOT,Yes,No
COMPANY,MWG,CNOT_23_2_1,CNOT,Yes,No
COMPANY,MWG,CNOT_24_1,CNOT,Yes,No
COMPANY,MWG,CNOT_24_2,CNOT,Yes,No
COMPANY,MWG,CNOT_24_3,CNOT,Yes,No
COMPANY,MWG,CNOT_25_1,CNOT,Yes,No
COMPANY,MWG,CNOT_25_2,CNOT,Yes,No
COMPANY,MWG,CNOT_26,CNOT,Yes,No
COMPANY,MWG,CNOT_27,CNOT,Yes,No
COMPANY,MWG,CNOT_27_1,CNOT,Yes,No
COMPANY,MWG,CNOT_27_2,CNOT,Yes,No
COMPANY,MWG,CNOT_28,CNOT,Yes,No
COMPANY,MWG,CNOT_28_1,CNOT,Yes,No
COMPANY,MWG,CNOT_28_1_1,CNOT,Yes,No
COMPANY,MWG,CNOT_28_1_2,CNOT,Yes,No
COMPANY,MWG,CNOT_28_1_3,CNOT,Yes,No
COMPANY,MWG,CNOT_28_1_4,CNOT,Yes,No
COMPANY,MWG,CNOT_28_1_5,CNOT,Yes,No
COMPANY,MWG,CNOT_28_2,CNOT,Yes,No
COMPANY,MWG,CNOT_28_2_1,CNOT,Yes,No
COMPANY,MWG,CNOT_28_2_2,CNOT,Yes,No
COMPANY,MWG,CNOT_28_2_3,CNOT,Yes,No
COMPANY,MWG,CNOT_2_1_1,CNOT,Yes,No
COMPANY,MWG,CNOT_2_1_2,CNOT,Yes,No
COMPANY,MWG,CNOT_2_1_3,CNOT,Yes,No
COMPANY,MWG,CNOT_2_2_1_1,CNOT,Yes,No
COMPANY,MWG,CNOT_2_2_1_2,CNOT,Yes,No
COMPANY,MWG,CNOT_2_2_1_3,CNOT,Yes,No
COMPANY,MWG,CNOT_2_2_2_1,CNOT,Yes,No
COMPANY,MWG,CNOT_2_2_2_2,CNOT,Yes,No
COMPANY,MWG,CNOT_2_2_2_3,CNOT,Yes,No
COMPANY,MWG,CNOT_2_3,CNOT,Yes,No
COMPANY,MWG,CNOT_2_3_1,CNOT,Yes,No
COMPANY,MWG,CNOT_2_3_2,CNOT,Yes,No
COMPANY,MWG,CNOT_2_3_3,CNOT,Yes,No
COMPANY,MWG,CNOT_3,CNOT,Yes,No
COMPANY,MWG,CNOT_30,CNOT,Yes,No
COMPANY,MWG,CNOT_30_1,CNOT,Yes,No
COMPANY,MWG,CNOT_30_2,CNOT,Yes,No
COMPANY,MWG,CNOT_31,CNOT,Yes,No
COMPANY,MWG,CNOT_31_1,CNOT,Yes,No
COMPANY,MWG,CNOT_31_2,CNOT,Yes,No
COMPANY,MWG,CNOT_31_3,CNOT,Yes,No
COMPANY,MWG,CNOT_31_4,CNOT,Yes,No
COMPANY,MWG,CNOT_32_4,CNOT,Yes,No
COMPANY,MWG,CNOT_34_9,CNOT,Yes,No
COMPANY,MWG,CNOT_35_4,CNOT,Yes,No
COMPANY,MWG,CNOT_36_10,CNOT,Yes,No
COMPANY,MWG,CNOT_36_4,CNOT,Yes,No
COMPANY,MWG,CNOT_37,CNOT,Yes,No
COMPANY,MWG,CNOT_37_1,CNOT,Yes,No
COMPANY,MWG,CNOT_37_2,CNOT,Yes,No
COMPANY,MWG,CNOT_37_3,CNOT,Yes,No
COMPANY,MWG,CNOT_37_4,CNOT,Yes,No
COMPANY,MWG,CNOT_37_5,CNOT,Yes,No
COMPANY,MWG,CNOT_38,CNOT,Yes,No
COMPANY,MWG,CNOT_38_1,CNOT,Yes,No
COMPANY,MWG,CNOT_38_2,CNOT,Yes,No
COMPANY,MWG,CNOT_38_3,CNOT,Yes,No
COMPANY,MWG,CNOT_38_4,CNOT,Yes,No
COMPANY,MWG,CNOT_3_1,CNOT,Yes,No
COMPANY,MWG,CNOT_3_2,CNOT,Yes,No
COMPANY,MWG,CNOT_3_3,CNOT,Yes,No
COMPANY,MWG,CNOT_4,CNOT,Yes,No
COMPANY,MWG,CNOT_40,CNOT,Yes,No
COMPANY,MWG,CNOT_40_1,CNOT,Yes,No
COMPANY,MWG,CNOT_40_2,CNOT,Yes,No
COMPANY,MWG,CNOT_41_4,CNOT,Yes,No
COMPANY,MWG,CNOT_41_5,CNOT,Yes,No
COMPANY,MWG,CNOT_43,CNOT,Yes,No
COMPANY,MWG,CNOT_4_1_6,CNOT,Yes,No
COMPANY,MWG,CNOT_4_2_1,CNOT,Yes,No
COMPANY,MWG,CNOT_4_2_2,CNOT,Yes,No
COMPANY,MWG,CNOT_4_2_3,CNOT,Yes,No
COMPANY,MWG,CNOT_4_2_6,CNOT,Yes,No
COMPANY,MWG,CNOT_5_1,CNOT,Yes,No
COMPANY,MWG,CNOT_5_2,CNOT,Yes,No
COMPANY,MWG,CNOT_5_3,CNOT,Yes,No
COMPANY,MWG,CNOT_5_4,CNOT,Yes,No
COMPANY,MWG,CNOT_6,CNOT,Yes,No
COMPANY,MWG,CNOT_6_1,CNOT,Yes,No
COMPANY,MWG,CNOT_6_2,CNOT,Yes,No
COMPANY,MWG,CNOT_6_3,CNOT,Yes,No
COMPANY,MWG,CNOT_8,CNOT,Yes,No
COMPANY,MWG,CNOT_8_1,CNOT,Yes,No
COMPANY,MWG,CNOT_8_2,CNOT,Yes,No
COMPANY,MWG,CNOT_8_2_1,CNOT,Yes,No
COMPANY,MWG,CNOT_8_2_2,CNOT,Yes,No
COMPANY,MWG,CNOT_8_2_3,CNOT,Yes,No
SECURITY,SSI,SBS_111_3,SBS,Yes,No
SECURITY,SSI,SBS_111_4,SBS,Yes,No
SECURITY,SSI,SBS_117_0,SBS,Yes,No
SECURITY,SSI,SBS_117_3,SBS,Yes,No
SECURITY,SSI,SBS_117_3_1,SBS,Yes,No
SECURITY,SSI,SBS_117_5,SBS,Yes,No
SECURITY,SSI,SBS_117_6,SBS,Yes,No
SECURITY,SSI,SBS_117_7,SBS,Yes,No
SECURITY,SSI,SBS_119,SBS,Yes,No
SECURITY,SSI,SBS_120,SBS,Yes,No
SECURITY,SSI,SBS_121,SBS,Yes,No
SECURITY,SSI,SBS_121_1,SBS,Yes,No
SECURITY,SSI,SBS_121_2,SBS,Yes,No
SECURITY,SSI,SBS_121_3,SBS,Yes,No
SECURITY,SSI,SBS_129_1,SBS,Yes,No
SECURITY,SSI,SBS_129_2,SBS,Yes,No
SECURITY,SSI,SBS_129_3,SBS,Yes,No
SECURITY,SSI,SBS_129_4,SBS,Yes,No
SECURITY,SSI,SBS_129_5,SBS,Yes,No
SECURITY,SSI,SBS_135,SBS,Yes,No
SECURITY,SSI,SBS_138,SBS,Yes,No
SECURITY,SSI,SBS_139,SBS,Yes,No
SECURITY,SSI,SBS_211,SBS,Yes,No
SECURITY,SSI,SBS_211_1,SBS,Yes,No
SECURITY,SSI,SBS_211_2,SBS,Yes,No
SECURITY,SSI,SBS_211_3,SBS,Yes,No
SECURITY,SSI,SBS_211_4,SBS,Yes,No
SECURITY,SSI,SBS_211_5,SBS,Yes,No
SECURITY,SSI,SBS_211_6,SBS,Yes,No
SECURITY,SSI,SBS_211_7,SBS,Yes,No
SECURITY,SSI,SBS_212_2,SBS,Yes,No
SECURITY,SSI,SBS_212_4,SBS,Yes,No
SECURITY,SSI,SBS_212_5,SBS,Yes,No
SECURITY,SSI,SBS_212_6,SBS,Yes,No
SECURITY,SSI,SBS_213,SBS,Yes,No
SECURITY,SSI,SBS_223B,SBS,Yes,No
SECURITY,SSI,SBS_224,SBS,Yes,No
SECURITY,SSI,SBS_225,SBS,Yes,No
SECURITY,SSI,SBS_226A,SBS,Yes,No
SECURITY,SSI,SBS_226B,SBS,Yes,No
SECURITY,SSI,SBS_229B,SBS,Yes,No
SECURITY,SSI,SBS_232B,SBS,Yes,No
SECURITY,SSI,SBS_240A,SBS,Yes,No
SECURITY,SSI,SBS_255_1,SBS,Yes,No
SECURITY,SSI,SBS_255_2,SBS,Yes,No
SECURITY,SSI,SBS_255_3,SBS,Yes,No
SECURITY,SSI,SBS_256,SBS,Yes,No
SECURITY,SSI,SBS_260,SBS,Yes,No
SECURITY,SSI,SBS_313,SBS,Yes,No
SECURITY,SSI,SBS_314,SBS,Yes,No
SECURITY,SSI,SBS_315,SBS,Yes,No
SECURITY,SSI,SBS_316,SBS,Yes,No
SECURITY,SSI,SBS_317,SBS,Yes,No
SECURITY,SSI,SBS_319,SBS,Yes,No
SECURITY,SSI,SBS_326,SBS,Yes,No
SECURITY,SSI,SBS_329_1,SBS,Yes,No
SECURITY,SSI,SBS_329_2,SBS,Yes,No
SECURITY,SSI,SBS_329_3,SBS,Yes,No
